Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.454","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","1.997","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.242","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","64.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","64.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","65","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","66.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","388","Jamaïque","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","5.529","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","5.701","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","5.609","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","5.808","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","1.477","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.887","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.51","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.567","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","1.003","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.085","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","3.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","3.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","3.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","392","Japon","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","3.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.412","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.454","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.614","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.402","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.288","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.324","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.667","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.604","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.127","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","15.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","14.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","14.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","14.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","1.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","1.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","400","Jordanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.391","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.426","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.537","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.657","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.43","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.672","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.466","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.344","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.356","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.124","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","1.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","398","Kazakhstan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.846","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.823","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.907","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.968","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.432","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.935","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.216","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.515","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.569","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.179","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","83.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","81.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","80.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","81.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","41.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","41.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","42.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","404","Kenya","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","43.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.97","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.931","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.991","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.18","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.529","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.796","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.562","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.445","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.466","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.172","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","56.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","47.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","45.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","49.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","3.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","2.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","417","Kirghizistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","3.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.344","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.407","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.468","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.606","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.253","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.024","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.333","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.924","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.64","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.169","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","414","Koweït","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.77","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.878","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.01","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.266","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.462","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.172","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.362","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.788","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.838","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.148","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","80.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","81","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","82","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","83.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","426","Lesotho","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","1.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","428","Lettonie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.124","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","428","Lettonie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.13","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","428","Lettonie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.132","E","Valeur estimée"
